zinc_id,smiles
ZINC000072104654,CCCc1nc(C(=O)NC[C@@H](O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(OC)cc1
ZINC000072106720,Cc1c(Cl)cccc1N1CCN(C[C@H](O)CNC(=O)c2nc(C)n(-c3ccc4c(c3)OCCO4)c2C)CC1
ZINC000072106721,Cc1c(Cl)cccc1N1CCN(C[C@@H](O)CNC(=O)c2nc(C)n(-c3ccc4c(c3)OCCO4)c2C)CC1
ZINC000103208224,Cn1c(=O)c2c(nc3n2CCCN3CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O
ZINC000103268637,O=c1oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc2c2c1CCCC2
ZINC000169322310,Cc1nc2c(o1)C[C@@H](CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O
ZINC000169322311,Cc1nc2c(o1)C[C@H](CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O
ZINC000000002020,c1ccc2nc(N3CCNCC3)ccc2c1
ZINC000013476817,Cn1c2c(c3ccccc31)CN(CCCCCc1ccccc1)CC2
ZINC000013476843,Cn1c2c(c3cc(Cl)ccc31)CN(CCCOc1ccc(F)cc1)CC2
ZINC000013493004,Cn1cc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)cn1
ZINC000013864767,CCOC(=O)c1[nH]c2ccccc2c1CCN(C)C
ZINC000027561271,CNC1(C(N)=O)CCN(CCCC(=O)c2ccc(F)cc2)CC1
ZINC000027877820,COc1ccc2[nH]cc(CCN3CCCC3)c2c1F
ZINC000028224800,CN1CCC(/C(=C/c2ccccc2)c2ccccc2)CC1
ZINC000028529572,O=C(N[C@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C1)c1ccc(-c2cccs2)cc1
ZINC000029060825,Fc1ccc2c(c1Cl)CCNCC2
ZINC000029126422,Fc1ccc(-c2nc(Cc3ccccc3)nc3c2CNCCC3)cc1
ZINC000035569548,COc1cc2c(c(OC)c1OC)CC[C@@H]2CN
ZINC000035940559,O=C1N[C@H]2CCNCCN2c2cccc(Cl)c21
ZINC000036435477,O=C(NCCCCN1CCN(c2cccc(Cl)c2)CC1)[C@@H]1CCCN1C(=O)c1ccccc1
ZINC000045255093,O=c1[nH]c2cccc(N3CCN(C[C@@H]4CCc5[nH]c6ccc(F)cc6c5C4)CC3)c2o1
ZINC000045255095,O=c1[nH]c2cccc(N3CCN(C[C@H]4CCc5[nH]c6ccc(F)cc6c5C4)CC3)c2o1
ZINC000045336668,O=C1N[C@@H]2CCNCCN2c2cccc(Cl)c21
ZINC000049054304,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C
ZINC000138755589,CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(Cl)c2)C1
ZINC000001999162,CCN(CC)CCc1c[nH]c2ccccc12
ZINC000003927092,CN(C)CCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21
ZINC000005966958,CN1CCc2ccc(O)cc2[C@H](c2ccccc2)C1
ZINC000005966959,CN1CCc2ccc(O)cc2[C@@H](c2ccccc2)C1
ZINC000013491636,COc1ccccc1N1CCN(Cc2cn(-c3ccccc3)c(-c3ccccc3)n2)CC1
ZINC000013492086,Cc1ccc2c(c1)C(NC1CCN(C)CC1)=Nc1cccnc1N2
ZINC000013782221,N[C@H]1C[C@@H]1c1c[nH]c2ccccc12
ZINC000028652698,CCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCCN1CCN(c2ccccc2)CC1
ZINC000028821375,O=C(NC1CCN(Cc2ccccc2Cl)CC1)c1ccc2ccccc2c1
ZINC000028821376,O=C(NC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2ccccc2c1
ZINC000049054310,Cc1cccc(N2CCN(CCCNC(=O)c3cc(-c4ccccc4)n(N4CCCCC4)c3C)CC2)c1C
ZINC000072104792,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccccc1
ZINC000084635975,Clc1ccc2c(c1)N=C(N1CCNCC1)c1cccnc1O2
ZINC000084724332,Clc1ccc(N2CCN(CCCCc3nc4ccccc4s3)CC2)cc1
ZINC000169312218,C[C@@H]1Oc2ccccc2O[C@@H]1COCCCN1CCC(c2nc3ccccc3s2)CC1
ZINC000169312219,C[C@H]1Oc2ccccc2O[C@@H]1COCCCN1CCC(c2nc3ccccc3s2)CC1
ZINC000169312220,C[C@@H]1Oc2ccccc2O[C@H]1COCCCN1CCC(c2nc3ccccc3s2)CC1
ZINC000169312221,C[C@H]1Oc2ccccc2O[C@H]1COCCCN1CCC(c2nc3ccccc3s2)CC1
ZINC000003973655,Cc1ccccc1-c1cccc2c1N1CCNCC[C@@H]1C2
ZINC000006733457,C[C@@H]1CNCCc2ccc(Cl)c(Cl)c21
ZINC000013535458,Cc1ccccc1-c1cccc2c1N1CCNCC[C@H]1C2
ZINC000013982541,Cc1ccc2c(n1)N1[C@H](C)CNC[C@H]1C2
ZINC000045369100,COc1ccc(S(=O)(=O)N(CCCN2CCN(c3ccccc3)CC2)CC2CC2)cc1
ZINC000058538117,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cc(F)ccc3F)CC2)c1C
ZINC000013486995,COc1cc(=O)oc2cc(OCCCN3CCN(c4ncccn4)CC3)ccc12
ZINC000026402694,C[C@H](N)CN1CCc2cc(F)c(I)cc21
ZINC000028239241,O=C1/C(=C\c2cccs2)c2ccccc2N1CCCN1CCN(c2cccc(Cl)c2)CC1
ZINC000028823248,CN1CCc2cccc3c2[C@H]1Cc1ccc(CO)c(O)c1-3
ZINC000040915787,O=C1C[C@@H](C2CCCCC2)C(=O)N1CCN1CCN(c2cccc(Cl)c2)CC1
ZINC000066111715,CCNc1c2c(nc3ccnn13)CCNCC2
ZINC000072104849,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1OC
ZINC000095572051,NC(=O)O[C@@H](CCN1CCN(c2ccccc2)CC1)c1ccccc1
ZINC000101211208,O=C1C[C@H](C2CCCCC2)C(=O)N1CCN1CCN(c2cccc(Cl)c2)CC1
ZINC000013436937,c1ccc2c(c1)Cc1ccccc1N1O[C@H](CN3CCOCC3)C[C@@H]21
ZINC000013436940,c1ccc2c(c1)Cc1ccccc1N1O[C@@H](CN3CCOCC3)C[C@@H]21
ZINC000013436943,c1ccc2c(c1)Cc1ccccc1N1O[C@H](CN3CCOCC3)C[C@H]21
ZINC000013436947,c1ccc2c(c1)Cc1ccccc1N1O[C@@H](CN3CCOCC3)C[C@H]21
ZINC000013491639,Clc1ccccc1N1CCN(Cc2cn(-c3ccccc3)c(-c3ccccc3)n2)CC1
ZINC000013493003,Cn1ccc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1
ZINC000013493005,Cn1cnc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1
ZINC000013530989,Fc1ccc(O[C@@H](CC2CCNCC2)c2ccccc2)cc1
ZINC000013530992,Fc1ccc(O[C@H](CC2CCNCC2)c2ccccc2)cc1
ZINC000013535504,Fc1ccccc1-c1cc(Cl)cc2c1N1CCNCC[C@H]1C2
ZINC000013535509,Fc1ccccc1-c1cc(Cl)cc2c1N1CCNCC[C@@H]1C2
ZINC000013557324,CN(C)[C@@H]1Cc2ccccc2[C@@H](c2ccc(F)cc2)C1
ZINC000013586551,COc1cccc(N2CCN(CCCCCC(=O)N[C@@H]3CCCc4ccccc43)CC2)c1
ZINC000013586552,COc1cccc(N2CCN(CCCCCC(=O)N[C@H]3CCCc4ccccc43)CC2)c1
ZINC000013737396,COc1ccc2[nH]cc(CCNCc3ccc([N+](=O)[O-])cc3)c2c1
ZINC000013738214,CN1CCN(C2=Nc3cc(Cl)ccc3N(C)c3ccccc32)CC1
ZINC000013779784,COc1ccc(N2CCN(CC[C@@H]3OCCc4cc(C(N)=O)ccc43)CC2)cc1
ZINC000013779785,COc1ccc(N2CCN(CC[C@H]3OCCc4cc(C(N)=O)ccc43)CC2)cc1
ZINC000028222122,C(=C(\c1ccccc1)N1CCN(CCCCc2ccccc2)CC1)\c1ccccc1
ZINC000028353550,COc1ccccc1N1CCN(CCc2ccc3[nH]nnc3c2)CC1
ZINC000028529721,O=C(N[C@H]1CCN(Cc2ccc(OC(F)(F)F)cc2)C1)c1ccc(-c2cccs2)cc1
ZINC000028820036,O=C(N1CCC[C@H]1CCCCN1CCN(c2cccc(Cl)c2)CC1)C12CC3CC(CC(C3)C1)C2
ZINC000029560975,Fc1ccc(OCCCN2CCN(c3ncc(F)cn3)CC2)cc1
ZINC000035906966,COc1cccc(N2CCN(CCCCNC(=O)c3ccccn3)CC2)n1
ZINC000045373098,O=S(=O)(c1ccc(F)cc1)N(CCCN1CCN(c2ccccc2)CC1)CC1CC1
ZINC000072104860,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccc(F)cc1
ZINC000096929479,Cc1cc(=O)oc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12
ZINC000002036052,CCN(CC)CCc1c[nH]c2cc(F)ccc12
ZINC000003810797,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2ccoc2c1
ZINC000003831173,CCN(CC)CCOC(=O)[C@@H](Cc1cccc2ccccc12)C[C@H]1CCCO1
ZINC000013535512,Fc1ccc(-c2cc(Cl)cc3c2N2CCNCC[C@H]2C3)cc1
ZINC000013535516,Fc1ccc(-c2cc(Cl)cc3c2N2CCNCC[C@@H]2C3)cc1
ZINC000022014599,NCCc1cn2c3c(cccc13)CCC2
ZINC000040828409,CN(C)Cc1ccccc1Oc1ccc(Cl)c(Cl)c1
ZINC000072106086,COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C
ZINC000096908054,COc1ccc(C)c2c1C[C@@H]1CNCCN1C2=O
ZINC000013530822,c1ccc(-c2ccccc2O[C@@H](c2ccccc2)C2CCNCC2)cc1
ZINC000013530825,c1ccc(-c2ccccc2O[C@H](c2ccccc2)C2CCNCC2)cc1
ZINC000022032888,O=C(CCCN1CCN(CC[C@@H]2CCc3sccc3C2=O)CC1)c1ccc(F)cc1
ZINC000026672579,O=C(CCCN1CCN(CC[C@H]2CCc3sccc3C2=O)CC1)c1ccc(F)cc1
ZINC000043020865,Cc1cccc(S(=O)(=O)NCCNC(=N)N2CCC(C)CC2)c1
ZINC000072105913,CCCc1nc(C(=O)NC[C@H](O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(Cl)cc1
ZINC000072105914,CCCc1nc(C(=O)NC[C@@H](O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(Cl)cc1
ZINC000101210215,COc1cccc2c1[C@@H]1CCN(CCCCNC(=O)C3=Cc4ccccc4CN3)CC1=N2
ZINC000101210216,COc1cccc2c1[C@H]1CCN(CCCCNC(=O)C3=Cc4ccccc4CN3)CC1=N2
ZINC000169312244,c1ccc([C@@H]2Oc3ccccc3O[C@@H]2COCCCCCN2CCC(c3nc4ccccc4s3)CC2)cc1
ZINC000169312245,c1ccc([C@H]2Oc3ccccc3O[C@@H]2COCCCCCN2CCC(c3nc4ccccc4s3)CC2)cc1
ZINC000169312246,c1ccc([C@@H]2Oc3ccccc3O[C@H]2COCCCCCN2CCC(c3nc4ccccc4s3)CC2)cc1
ZINC000169312247,c1ccc([C@H]2Oc3ccccc3O[C@H]2COCCCCCN2CCC(c3nc4ccccc4s3)CC2)cc1
ZINC000000256143,Cc1cc(Cl)ccc1O[C@@H](C)C(=O)O
ZINC000000256144,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O
ZINC000001533575,COc1ccccc1N1CCN(CCCCc2ccc3[nH]c(=O)sc3c2)CC1
ZINC000003825236,Fc1ccc(OC[C@@H]2CC[C@H]3CN(c4ncc(F)cn4)CCN3C2)cc1
ZINC000003831171,CCN(CC)CCOC(=O)[C@@H](Cc1cccc2ccccc12)C[C@@H]1CCCO1
ZINC000013472079,N#Cc1ccc2c(c1)C(=O)CC1(CCN(CCc3ccc(F)cc3F)CC1)O2
ZINC000013492099,Cc1ccc2c(c1)C(NCCN(C)C)=Nc1cccnc1N2
ZINC000013526519,Cn1c2c(c3ccccc31)CCN(CCCOc1ccccc1)C2
ZINC000013741504,COc1ccccc1N1CCN(CCCCc2c[nH]c3ccccc23)CC1
ZINC000013809598,COc1cc(CCCc2ccccc2)c(OC)cc1CCN
ZINC000026577217,CC1(C)Cc2c(c3cccc4c3n2CCNC4)C(C)(C)C1
ZINC000028135147,C[C@@H]1CNCCc2cc(Cl)ccc21
ZINC000028135154,C[C@H]1CNCCc2cc(Cl)ccc21
ZINC000028652744,CCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCCN1CCN(c2ccccc2OC)CC1
ZINC000028821386,COc1ccc(CN2CCC(NC(=O)c3ccc4ccccc4c3)CC2)cc1
ZINC000028889302,O=S(=O)(c1ccc(/C=C/c2cccc(F)c2)nc1)c1ccccc1F
ZINC000043065853,COc1ccccc1N1CCN(C(=O)/N=C(\N)NCc2cccc3ccccc23)CC1
ZINC000045496204,COc1ccc(CCN2CCC(C(=O)c3cccc(OCCF)c3OC)CC2)cc1
ZINC000058541157,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(OC)c3)CC2)c1C
ZINC000058541330,CCn1c(-c2ccc(Cl)cc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C
ZINC000058541521,CCn1c(-c2ccc(Cl)cc2)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C
ZINC000058592730,Cc1c(Cl)cccc1N1CCN(CCNC(=O)c2cc(-c3ccccc3)n(C)c2C)CC1
ZINC000073278070,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1cccc2cccnc12
ZINC000096928125,CN1CCN(c2nc3c(c(Nc4ccc(F)cc4)n2)CCNCC3)CC1
ZINC000261143384,C[C@H]1CC[C@@H](Oc2c(F)cc(CNC(=O)[C@@H]3CCCN3)cc2F)CC1
ZINC000013677364,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1
ZINC000013737379,COc1cc(CCN2CCCCC2)c(OC)cc1Br
ZINC000058581835,COc1ccc(NC(=O)N2CCN(CCc3ccc(F)cc3)CC2)cc1-c1c(Cl)cnn1C
ZINC000072106304,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccccc1
ZINC000103208007,Cn1c(=O)c2c(nc3n(CCCCN4CCN(c5cccc(Cl)c5)CC4)c(=O)ccn23)n(C)c1=O
ZINC000000006247,Cc1cc2c(cc1Cl)N(C(=O)Nc1cccnc1)CC2
ZINC000000602170,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
ZINC000001530611,CNCCCN1c2ccccc2CCc2ccccc21
ZINC000013471614,COc1ccccc1N1CCN(CC[C@@H]2Cc3ccccc3C2=O)CC1
ZINC000013471617,COc1ccccc1N1CCN(CC[C@H]2Cc3ccccc3C2=O)CC1
ZINC000013476819,Cn1c2c(c3ccccc31)CN(CCC[C@@H](O)c1ccc(F)cc1)CC2
ZINC000013476821,Cn1c2c(c3ccccc31)CN(CCC[C@H](O)c1ccc(F)cc1)CC2
ZINC000013493006,Cn1cnnc1-c1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1
ZINC000013737391,COc1ccc2[nH]cc(CCN3CCCCC3)c2c1
ZINC000013760531,COc1ccc2c(c1)CCC[C@@H]2CCCN1CCN(c2ccccc2)CC1
ZINC000013760532,COc1ccc2c(c1)CCC[C@H]2CCCN1CCN(c2ccccc2)CC1
ZINC000013760541,COc1cccc2c1CC[C@H](CCN1CCN(c3ccccc3)CC1)C2
ZINC000013760542,COc1cccc2c1CC[C@@H](CCN1CCN(c3ccccc3)CC1)C2
ZINC000013764802,C[C@@H](N)Cn1ccc2cc(F)ccc21
ZINC000013764805,C[C@H](N)Cn1ccc2cc(F)ccc21
ZINC000013764814,C[C@@H](N)Cn1ccc2cc(Br)ccc21
ZINC000013764816,C[C@H](N)Cn1ccc2cc(Br)ccc21
ZINC000028821385,COc1cccc(CN2CCC(NC(=O)c3ccc4ccccc4c3)CC2)c1
ZINC000042966761,Cc1cccc(S(=O)(=O)NCCNC(=N)N2CCC(c3ccccc3)CC2)c1
ZINC000043197502,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1
ZINC000043202655,O=C(O)CCN[C@H]1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1
ZINC000043202657,O=C(O)CCN[C@@H]1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1
ZINC000053150568,COc1ccc2c(c1)N=C(N1CCN(C)CC1)c1ccccc1N2
ZINC000066258742,Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5cnccn5)c4)CC3)cccc2n1
ZINC000071333072,COc1ccccc1N1CCN(CCCCN2CCc3cc(-c4ccncc4)ccc3C2=O)CC1
ZINC000073200409,Clc1ccc(N2CCCN(CCCCc3nc4ccccc4s3)CC2)cc1
ZINC000073224196,CN1CCC(N(C)S(=O)(=O)c2ccc(I)cc2)CC1
ZINC000073258613,O=C1[C@@H]2CCCN2C(=O)N1CCCCNCCc1ccc2ccccc2c1
ZINC000073258615,O=C1[C@H]2CCCN2C(=O)N1CCCCNCCc1ccc2ccccc2c1
ZINC000095587306,CCc1cc2c(c(C(F)(F)F)c1)C(=O)N[C@H]1CNC[C@H]21
ZINC000096929500,Cc1cc(=O)oc2cc(OCCCCN3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc12
ZINC000103232412,COc1ccccc1N1CCN(CC[C@@H]2CCc3ccc(N)cc3[C@@H]2O)CC1
ZINC000103232414,COc1ccccc1N1CCN(CC[C@H]2CCc3ccc(N)cc3[C@@H]2O)CC1
ZINC000103232415,COc1ccccc1N1CCN(CC[C@@H]2CCc3ccc(N)cc3[C@H]2O)CC1
ZINC000103232417,COc1ccccc1N1CCN(CC[C@H]2CCc3ccc(N)cc3[C@H]2O)CC1
ZINC000013492082,CN1CCCN(C2=Nc3cccnc3Nc3ccc(Cl)cc32)CC1
ZINC000013782234,N[C@@H]1C[C@@H]1c1c[nH]c2ccccc12
ZINC000013782235,N[C@H]1C[C@H]1c1c[nH]c2ccccc12
ZINC000026403889,CSc1ccc2c(c1)N(C[C@H](C)N)CC2
ZINC000040865706,COc1cccc2cc3n(c12)CCN(CCCCNC(=O)C1=Cc2ccccc2CN1)C3
ZINC000040917569,O=C(NCCCCN1CCN(c2cccc(Cl)c2)CC1)[C@@H]1CCC(=O)N1C(=O)C1CCCCC1
ZINC000058575226,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)(C)C)n1C
ZINC000068037436,CC(C)c1ccc(S(=O)(=O)N(C)C2CCN(C)CC2)cc1
ZINC000082155610,Fc1ccc(SCCCN2CCCN(c3ccc(Cl)cc3)CC2)cc1
ZINC000095573118,COc1ccccc1N1CCN(CC[C@H](OC(N)=O)c2ccccc2)CC1
ZINC000095573119,COc1ccccc1N1CCN(CC[C@@H](OC(N)=O)c2ccccc2)CC1
ZINC000095586246,c1cc2c3c(c1)[C@@H]1CNCC[C@@H]1N3CCCS2
ZINC000096928453,OCCN1CCN(c2nc(Nc3ccc(F)cc3)c3cn[nH]c3n2)CC1
ZINC000166250990,COc1cccc(N2CCN(CCCCNC(=O)c3c[nH]c4ccccc34)CC2)c1
ZINC000299825198,Cn1c(=O)c2c(ncn2CCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n(C)c1=O
ZINC000299828783,Cc1cccc(-c2cc3c(cc2O)[C@@H](c2ccccc2)CN(C)CC3)c1
ZINC000299828784,Cc1cccc(-c2cc3c(cc2O)[C@H](c2ccccc2)CN(C)CC3)c1
ZINC000001550393,CCCCN1CCC(COc2nc3ccsc3n3cccc23)CC1
ZINC000013443482,N#Cc1cccc(NC(=O)NCCCN2CCC(Cc3ccc(F)cc3)CC2)c1
ZINC000026466711,C[C@H](N)CN1CCc2cc(F)c(Cl)cc21
ZINC000035272945,Cc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21
ZINC000040423860,O=c1ccc(-n2ccnc2)nn1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1
ZINC000064528495,Cc1cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(C)n1
ZINC000299861531,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCN1CCN(c2ccccc2-c2ccccc2)CC1
ZINC000003828610,CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(OC)cc2)CC1
ZINC000006733454,C[C@@H]1CNCCc2c(Cl)cc(Cl)cc21
ZINC000013491649,CCOc1ccccc1N1CCN(Cc2cn(-c3ccccc3)c(-c3ccccc3)n2)CC1
ZINC000013782361,CCN1CNC(=O)C12CCN(CCCC(=O)c1ccc(F)cc1)CC2
ZINC000013782783,CC[C@@H]1CN(c2cccc(Cl)c2)CCN1CCCn1nc2ccccn2c1=O
ZINC000013782784,CC[C@H]1CN(c2cccc(Cl)c2)CCN1CCCn1nc2ccccn2c1=O
ZINC000014208605,C[C@H]1CNCCc2c(Cl)cc(Cl)cc21
ZINC000021984468,NCC1c2ccccc2Oc2ccccc21
ZINC000028524642,COc1ccc(NC(=O)N2CCN(c3ccc(-c4ccccc4)cc3)CC2)cc1N1CCN(C)CC1
ZINC000035049942,COc1cc(Br)c2c3c1[C@H](CN)CCC[C@@H]3CO2
ZINC000038157686,FC(F)(F)c1cccc(N2CC[C@H]3CNC[C@H]32)c1
ZINC000040914461,CC(=O)O[C@@]12C=C(C)[C@@H]([C@H](C)C1)[C@H]1C(=O)N(CCCCN3CCN(c4ccc(F)cc4)CC3)C(=O)[C@@H]12
ZINC000040979743,NC[C@H]1C[C@@H]1c1ccccc1Cl
ZINC000045367632,O=S(=O)(c1cccc2ccccc12)N(CCCN1CCN(c2ccccc2)CC1)CC1CC1
ZINC000058559582,CC(=O)O[C@@]12C=C(C)[C@@H]([C@H](C)C1)[C@H]1C(=O)N(CCCCN3CCN(c4ccc(F)cc4)CC3)C(=O)[C@H]12
ZINC000072104655,COc1ccc(-n2c(-c3ccccc3)nc(C(=O)NC[C@@H](O)CN3CCN(c4cccc(Cl)c4C)CC3)c2C)cc1
ZINC000072104656,COc1ccc(-n2c(-c3ccccc3)nc(C(=O)NC[C@H](O)CN3CCN(c4cccc(Cl)c4C)CC3)c2C)cc1
ZINC000072105262,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccccc1OC
ZINC000101185316,O[C@]1(c2ccc(Cl)cc2)C[C@@H]2CC[C@H](C1)N2Cc1coc2ccccc12
ZINC000261093193,CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ccc(F)cc5)CC4)C(=O)[C@@H]31)[C@H](C)C2
ZINC000261093194,CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(CCCCN4CCN(c5ccc(F)cc5)CC4)C(=O)[C@H]31)[C@H](C)C2
ZINC000000001246,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
ZINC000013486990,COc1ccccc1N1CCN(CCCOc2ccc3c(C)cc(=O)oc3c2)CC1
ZINC000013526491,Cn1c2c(c3ccccc31)CN(CCOc1ccc(F)cc1)CC2
ZINC000028821387,Cc1ccccc1CN1CCC(NC(=O)c2ccc3ccccc3c2)CC1
ZINC000040846015,CN[C@H](C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1
ZINC000040846017,CN[C@@H](C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1
ZINC000040916606,c1ccc(N2CCN(CCCSc3nc4ccccc4o3)CC2)nc1
ZINC000053229675,CCN1C(=N)N(C)/C(=C/c2c[nH]c3cc(F)ccc23)C1=O
ZINC000058582410,CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccccc1
ZINC000066073967,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OCc2cn(CCCCN4CCN(c5ccccc5OC)CC4)nn2)c1-3
ZINC000066077237,CCCN1CCc2cccc3c2[C@@H]1Cc1cccc(OCc2cn(CCCCN4CCN(c5ccccc5OC)CC4)nn2)c1-3
ZINC000071295540,N#C/N=C(\NCCCN1CCN(c2cccc3ccccc23)CC1)c1ccncc1
ZINC000072105997,COc1ccc(-n2c(C)nc(C(=O)NC[C@@H](O)CN3CCN(c4cccc(C)c4C)CC3)c2C)cc1
ZINC000072105998,COc1ccc(-n2c(C)nc(C(=O)NC[C@H](O)CN3CCN(c4cccc(C)c4C)CC3)c2C)cc1
ZINC000087690221,Cc1c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C
ZINC000101047318,COc1ccccc1N1CCN(CCCCN2C(=O)C[C@H](NC(=O)C34CC5CC(CC(C5)C3)C4)C2=O)CC1
ZINC000103237518,COc1ccc(F)cc1C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccco1
ZINC000103268596,O=c1oc2cc(OCCCCN3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc2c2c1CCC2
ZINC000103268616,COc1ccccc1N1CCN(CCCCOc2ccc3c4c(c(=O)oc3c2C)CCC4)CC1
ZINC000001530571,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
ZINC000013471632,O=C(c1ccc(F)cc1)C1CCN(CC[C@@H]2CCCc3ccccc3C2=O)CC1
ZINC000013471634,O=C(c1ccc(F)cc1)C1CCN(CC[C@H]2CCCc3ccccc3C2=O)CC1
ZINC000013864196,COc1ccc(Cc2ccccc2)cc1CCN
ZINC000028652662,CCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCN1CCN(c2ccccc2)CC1
ZINC000029394732,N#Cc1cccc(NC(=O)NCCCN2CC[C@@H](Cc3ccc(F)cc3)C2)c1
ZINC000029394735,N#Cc1cccc(NC(=O)NCCCN2CC[C@H](Cc3ccc(F)cc3)C2)c1
ZINC000033976241,CN[C@@H](C)c1ccccc1Oc1ccc(Cl)cc1
ZINC000033976242,CN[C@H](C)c1ccccc1Oc1ccc(Cl)cc1
ZINC000037627723,CSc1cc(C[C@@H](C)N)c(SC)cc1C
ZINC000037627725,CSc1cc(C[C@H](C)N)c(SC)cc1C
ZINC000049033913,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1Cc1ccccc1
ZINC000072105210,CCCc1nc(C(=O)NC[C@H](O)CN2CCN(c3cccc(Cl)c3Cl)CC2)cn1-c1ccc(Cl)cc1
ZINC000072105211,CCCc1nc(C(=O)NC[C@@H](O)CN2CCN(c3cccc(Cl)c3Cl)CC2)cn1-c1ccc(Cl)cc1
ZINC000136770950,COc1cccc(N2CCN(CCCCNC(=O)c3ccccn3)CC2)c1
ZINC000002510048,CN(C)CCN(Cc1cccs1)c1ccccn1
ZINC000013447125,O=C(c1ccccc1)N1CCN(CCCCc2ccccc2)CC1
ZINC000013535478,CCOc1ccc(-c2cc(Cl)cc3c2N2CCNCC[C@H]2C3)cc1
